GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,I2LE001,I2LE002,I2LE003,I2LE004,I2LE005,I2LE006,I2LE007,I2LE008,I2LE009,I2LE010,I2LE011,I2LE012,I2LE013,I2LE014,I2LE015,I2LE016,I2LE017,NAME_M,I2LM001,I2LM002,I2LM003,I2LM004,I2LM005,I2LM006,I2LM007,I2LM008,I2LM009,I2LM010,I2LM011,I2LM012,I2LM013,I2LM014,I2LM015,I2LM016,I2LM017
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,NECTA Division Code,Urban Area Code,Congressional District (111th Congress) Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Public Use Microdata Sample Area (PUMA) Code,Estimates: Area Name,Estimates: Total,"Estimates: Less than $10,000","Estimates: $10,000 to $14,999","Estimates: $15,000 to $19,999","Estimates: $20,000 to $24,999","Estimates: $25,000 to $29,999","Estimates: $30,000 to $34,999","Estimates: $35,000 to $39,999","Estimates: $40,000 to $44,999","Estimates: $45,000 to $49,999","Estimates: $50,000 to $59,999","Estimates: $60,000 to $74,999","Estimates: $75,000 to $99,999","Estimates: $100,000 to $124,999","Estimates: $125,000 to $149,999","Estimates: $150,000 to $199,999","Estimates: $200,000 or more",Margins of error: Area Name,Margins of error: Total,"Margins of error: Less than $10,000","Margins of error: $10,000 to $14,999","Margins of error: $15,000 to $19,999","Margins of error: $20,000 to $24,999","Margins of error: $25,000 to $29,999","Margins of error: $30,000 to $34,999","Margins of error: $35,000 to $39,999","Margins of error: $40,000 to $44,999","Margins of error: $45,000 to $49,999","Margins of error: $50,000 to $59,999","Margins of error: $60,000 to $74,999","Margins of error: $75,000 to $99,999","Margins of error: $100,000 to $124,999","Margins of error: $125,000 to $149,999","Margins of error: $150,000 to $199,999","Margins of error: $200,000 or more"
"G0801230","2010",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,"Weld County, Colorado",89056,5545,4500,5264,6631,5012,3509,4581,4109,3941,6295,10646,12931,7953,3635,2882,1622,"Weld County, Colorado",2104,1083,1069,1238,1358,1133,885,1319,1043,872,1096,1624,1737,1197,818,835,540
"G0900010","2010",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,"Fairfield County, Connecticut",329091,17994,14081,12659,11658,13134,11148,10750,13622,10648,19506,29553,38556,31116,21480,26152,47034,"Fairfield County, Connecticut",3850,2447,1748,1798,1810,2013,1717,1732,2065,1717,2691,2652,2658,2476,2106,1684,2798
"G0900030","2010",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,"Hartford County, Connecticut",351483,22734,16661,17519,16819,16449,13231,13930,15912,14358,28028,34133,47058,28122,21971,23176,21382,"Hartford County, Connecticut",3595,2374,2454,2134,1828,2221,2235,1723,2392,1971,2992,3217,3707,2202,2216,1980,1858
"G0900050","2010",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,"Litchfield County, Connecticut",76398,3646,2546,3492,2886,3157,3709,3336,3350,3120,6277,7527,11074,8548,5652,3917,4161,"Litchfield County, Connecticut",1840,1039,765,922,868,805,762,844,941,729,1136,1071,1559,1423,1037,789,874
"G0900070","2010",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,"Middlesex County, Connecticut",66333,2115,2196,3298,2605,2678,2812,2974,2444,3166,4583,5904,11401,6279,5488,4327,4063,"Middlesex County, Connecticut",2047,810,779,851,721,876,824,901,883,882,1016,1079,1587,1219,1182,1028,950
"G0900090","2010",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,"New Haven County, Connecticut",329595,22418,16186,18955,15776,14968,14474,13983,16154,10961,27225,29684,43257,29477,19248,20219,16610,"New Haven County, Connecticut",3891,2221,2023,2204,2344,1807,1728,1881,1972,1675,2767,2107,2978,2741,2334,1828,2005
"G0900110","2010",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,"New London County, Connecticut",106808,5410,3926,4579,4525,4352,4202,6351,5898,3576,8815,11529,14431,10084,6084,6895,6151,"New London County, Connecticut",2418,1223,1073,1121,1159,1009,945,1445,1086,881,1150,1693,2044,1412,1150,1158,1164
"G0900130","2010",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,"Tolland County, Connecticut",54345,2179,1530,1198,2088,1023,2494,3036,1995,2238,3511,5630,8004,7083,4722,4619,2995,"Tolland County, Connecticut",1444,764,476,526,728,468,878,888,876,870,1037,1233,1467,1000,873,793,688
"G0900150","2010",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,"Windham County, Connecticut",44756,2709,2642,2031,1983,1983,1323,2299,2005,1891,3503,5544,6480,4704,2127,2215,1317,"Windham County, Connecticut",1637,934,798,681,555,770,616,821,671,707,839,1001,1094,848,745,731,487
"G1000010","2010",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,"Kent County, Delaware",54896,3537,3844,2252,2184,2110,2417,2968,3300,2472,4064,8051,8780,4112,2238,1733,834,"Kent County, Delaware",1856,833,1121,734,826,665,710,798,847,799,954,1381,1662,947,687,697,360
"G1000030","2010",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,"New Castle County, Delaware",199840,11280,7891,10113,10239,7788,10096,8378,8913,7928,17356,19295,26755,18948,13174,12092,9594,"New Castle County, Delaware",2314,1434,1565,1693,1848,1387,1530,1602,1367,1447,1920,2037,2435,1915,1524,1428,1148
"G1000050","2010",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,"Sussex County, Delaware",74029,4948,3861,3607,4766,4633,4406,3784,4335,3639,7837,7869,7951,5976,2697,2373,1347,"Sussex County, Delaware",2830,1090,896,808,821,1087,924,747,810,809,1352,1173,1207,1119,730,532,406
"G1100010","2010",,,"District Of Columbia","11","District Of Columbia","001",,,,,,,,,,,,,,,,,"District of Columbia, District of Columbia",252388,26272,13898,9739,10728,8771,10644,9593,8078,8791,17862,21820,29131,19446,13603,17910,26102,"District of Columbia, District of Columbia",3730,2481,1955,1616,1556,1521,1581,1472,1322,1395,2341,2105,2689,2003,1601,1867,1878
"G1200010","2010",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,"Alachua County, Florida",93820,13400,6099,6994,6283,3556,5267,4944,4084,4236,6909,7901,8695,6909,2943,2623,2977,"Alachua County, Florida",2916,1964,1242,1329,1439,968,1099,1219,1129,1204,1354,1396,1351,1039,864,842,995
"G1200050","2010",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,"Bay County, Florida",63654,4909,4359,3572,2683,4498,3520,3525,4841,3187,6194,7788,6195,3959,2122,1226,1076,"Bay County, Florida",3033,1297,955,937,798,1394,990,952,1420,1092,1317,1416,1283,937,781,634,562
"G1200090","2010",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,"Brevard County, Florida",221945,14233,12600,13722,15625,13909,10985,13978,12367,11036,17556,22550,25307,17630,7427,6834,6186,"Brevard County, Florida",4440,2100,2011,1830,2009,2260,1676,1795,1750,1461,2070,2410,2713,2559,1352,1373,1319
"G1200110","2010",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,"Broward County, Florida",658025,50829,39517,38087,39584,37005,36609,37536,31346,27851,51237,65206,73339,48173,26823,29520,25363,"Broward County, Florida",5545,3691,3113,3163,3454,2731,3118,3735,3570,3203,4059,4728,4370,3538,2937,2423,2307
"G1200150","2010",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,"Charlotte County, Florida",69176,6137,4083,3994,5900,3714,4723,4488,3434,4406,7125,6714,6993,3060,1475,2257,673,"Charlotte County, Florida",2884,1503,895,970,1185,900,1021,1091,925,1295,1495,1226,1399,773,644,864,319
"G1200170","2010",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,"Citrus County, Florida",60229,5072,5673,5689,4196,4753,4385,4021,3434,3408,3860,5963,5544,2099,1062,482,588,"Citrus County, Florida",2521,1159,1454,1055,922,1092,928,876,756,875,1057,1127,1219,641,567,309,404
"G1200190","2010",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,"Clay County, Florida",65889,3757,2081,2741,2407,2977,3500,2990,2896,4072,6458,8715,9074,6872,3551,2239,1559,"Clay County, Florida",2160,1102,729,982,839,771,871,1086,1048,1003,1182,1482,1292,1391,922,679,797
"G1200210","2010",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,"Collier County, Florida",118258,7725,5041,5342,5874,6898,6849,5559,6147,6723,9898,10846,15303,8607,4733,4949,7764,"Collier County, Florida",4192,1480,1193,1253,1082,1730,1245,1020,1423,1479,1535,1731,2151,1326,1029,1172,1276
"G1200230","2010",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,"Columbia County, Florida",25705,2300,1219,2719,3380,2318,2258,2014,868,608,1731,1951,2331,1078,362,211,357,"Columbia County, Florida",1260,751,555,1043,1128,930,772,759,563,396,628,764,795,416,312,227,417
"G1200310","2010",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,"Duval County, Florida",326339,27424,20072,18680,22146,18818,19492,16384,16231,14633,31842,32920,40200,19919,11989,8806,6783,"Duval County, Florida",6102,2792,1936,2253,2899,2223,2788,2188,2161,1939,3154,3187,2708,2577,1560,1530,1337
"G1200330","2010",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,"Escambia County, Florida",110306,12314,7677,6538,7725,5356,6890,6734,6315,5562,8885,9660,11715,6174,4064,2180,2517,"Escambia County, Florida",3744,1847,1383,1133,1452,1138,1228,1403,1396,1168,1513,1656,1718,1328,1119,786,795
"G1200350","2010",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,"Flagler County, Florida",35218,3328,1841,1655,2413,2308,2106,2168,2283,1426,3328,4131,4322,1308,879,568,1154,"Flagler County, Florida",2063,1142,620,548,683,829,802,720,802,564,911,1090,923,490,552,348,516
"G1200530","2010",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,"Hernando County, Florida",70035,6245,4621,5445,6183,4984,5535,3993,4366,2980,6036,7439,6206,3637,892,900,573,"Hernando County, Florida",2200,1314,1022,1189,1268,1193,1400,851,994,853,1228,1396,1094,937,530,530,348
"G1200550","2010",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,"Highlands County, Florida",39675,3124,3649,3453,3518,3433,2910,2749,3045,2163,3195,2910,3007,1440,633,282,164,"Highlands County, Florida",2474,866,1076,983,1115,814,941,654,846,794,736,1038,857,554,343,227,196
"G1200570","2010",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,"Hillsborough County, Florida",460605,38981,26052,27977,26387,26512,27921,27018,23636,22698,39622,43228,50627,31089,15265,16269,17323,"Hillsborough County, Florida",5421,3595,3094,2775,2624,2473,2858,3018,3057,2533,3461,3336,3629,3242,1815,2191,1989
"G1200610","2010",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,"Indian River County, Florida",53151,3147,3372,4383,2776,3543,3625,2121,2012,2878,5199,4865,6787,3563,1367,1687,1826,"Indian River County, Florida",2461,1034,860,1138,807,910,1021,716,685,905,1050,1024,1169,751,504,501,645
"G1200690","2010",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,"Lake County, Florida",115635,7146,6862,6845,8982,8172,9021,7537,5693,5028,10475,12620,12696,7058,3201,2222,2077,"Lake County, Florida",3523,1577,1460,1256,1697,1399,1840,1511,1264,1190,1612,1902,1722,1408,778,693,649
"G1200710","2010",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,"Lee County, Florida",233693,16630,13991,14270,16074,17319,14026,13318,13400,11143,20115,21731,25456,16430,6408,5526,7856,"Lee County, Florida",6016,2417,1932,1670,2283,2240,1657,1839,2026,1837,2337,2742,2258,2025,1316,1138,1655
"G1200730","2010",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,"Leon County, Florida",108439,18179,5948,6387,4901,4779,5601,6131,6019,3991,7559,8694,12637,6956,4860,3129,2668,"Leon County, Florida",3285,2402,1439,1377,1218,1187,1379,1175,1576,1274,1188,1701,1639,1334,846,908,746
"G1200810","2010",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,"Manatee County, Florida",126418,8294,9130,8270,9304,8637,6657,6018,7082,6917,11259,11903,13165,8637,4020,2947,4178,"Manatee County, Florida",3536,1295,1478,1664,1631,1823,1408,1129,1320,1293,1649,1750,1918,1683,965,723,996
"G1200830","2010",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,"Marion County, Florida",131753,12240,9519,8776,10758,9814,10666,8937,9812,6060,12226,12394,10224,4526,2240,2017,1544,"Marion County, Florida",3331,2142,1617,1513,1782,1713,1662,1477,1559,1080,1960,2131,1607,987,661,849,684
"G1200850","2010",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,"Martin County, Florida",60090,3791,2536,2436,3291,3261,6541,3616,2782,2539,4157,5111,6529,5458,2560,2773,2709,"Martin County, Florida",2504,1111,778,624,773,803,1471,1025,813,854,954,922,1187,1142,859,589,724
"G1200860","2010",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,"Miami-Dade County, Florida",809689,93144,63882,54239,52576,50448,45473,42961,37410,36330,62352,72159,72099,49653,23204,24505,29254,"Miami-Dade County, Florida",6616,4751,4053,3504,3867,4089,3477,3921,3199,3222,4328,5137,4941,3581,2417,2128,2314
"G1200870","2010",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,"Monroe County, Florida",29822,1592,1138,1420,1974,1592,1700,1669,1677,1801,2884,3218,3632,2099,898,1064,1464,"Monroe County, Florida",2188,590,582,578,735,570,678,645,541,649,775,924,1063,715,383,372,624
"G1200890","2010",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,"Nassau County, Florida",28616,1754,866,1308,949,1978,1495,1447,1568,1341,1353,3609,4326,2784,1152,1546,1140,"Nassau County, Florida",1435,797,343,584,428,730,637,701,606,579,498,938,1061,895,587,587,412
"G1200910","2010",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,"Okaloosa County, Florida",70407,4909,2753,3523,3245,3463,3700,2642,6083,3709,7741,7539,7914,5036,3227,2609,2314,"Okaloosa County, Florida",2753,1382,858,1039,830,1053,865,817,1363,1083,1323,1379,1201,1100,704,860,784
"G1200950","2010",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,"Orange County, Florida",402441,31501,23460,22020,27265,23507,27679,24062,21157,17617,33763,42356,40065,26724,15983,13034,12248,"Orange County, Florida",5729,2865,2988,2376,2742,2630,2526,2663,2457,2286,3093,3546,3333,2565,1980,1838,1890
"G1200970","2010",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,"Osceola County, Florida",88089,5457,6338,5532,5422,6893,6580,4192,6036,4653,9630,9312,9310,4619,1506,1538,1071,"Osceola County, Florida",3644,1183,1367,1459,1303,1301,1361,1159,1204,1292,1743,1697,1519,1259,625,534,498
"G1200990","2010",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,"Palm Beach County, Florida",516845,34653,29408,27537,29482,27507,30181,25739,29992,24417,38664,51339,59592,36779,22483,21028,28044,"Palm Beach County, Florida",7019,3106,2852,2515,2465,2293,2934,2481,3165,2531,3046,3508,4012,3030,2470,2372,2398
"G1201010","2010",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,"Pasco County, Florida",183457,13159,12533,10461,13455,13084,11792,11061,11418,7847,18415,16472,20099,10922,5299,4331,3109,"Pasco County, Florida",3777,1772,1813,1564,1851,1932,1628,1897,1570,1351,2171,1887,2559,1859,1049,1229,928
"G1201030","2010",,,"Florida","12","Pinellas County","103",,,,,,,,,,,,,,,,,"Pinellas County, Florida",402202,31334,26987,27955,28751,24106,25046,23648,21353,19972,34994,39574,40531,22065,12191,12116,11579,"Pinellas County, Florida",6492,2768,3017,2937,3435,2497,2441,2516,2405,2020,2693,2874,3010,2233,1445,1444,1553
"G1201050","2010",,,"Florida","12","Polk County","105",,,,,,,,,,,,,,,,,"Polk County, Florida",221073,16417,13513,17274,16937,15210,14387,13405,13411,12316,20346,21624,23938,10431,5459,2840,3565,"Polk County, Florida",4612,2029,1711,2149,2267,2024,1778,1481,1722,1648,2398,2495,2251,1517,1128,807,916
"G1201070","2010",,,"Florida","12","Putnam County","107",,,,,,,,,,,,,,,,,"Putnam County, Florida",29093,3678,2921,2578,2031,2541,1177,2041,861,1309,2694,2789,2085,1195,317,817,59,"Putnam County, Florida",1673,1101,846,871,640,860,550,649,447,441,848,853,670,602,321,507,97
"G1201090","2010",,,"Florida","12","St. Johns County","109",,,,,,,,,,,,,,,,,"St. Johns County, Florida",74471,5537,3310,2991,3267,3197,3145,3624,3753,2772,6017,8062,9125,5082,4169,5109,5311,"St. Johns County, Florida",2129,1375,1072,847,965,990,1020,1070,977,795,1257,1600,1578,1050,1110,1198,1016
